Quote on 6/15/19 12:02:59

0 - Optionable
Symbol,Volume,Open.Int,Impl Vol,Theo Price,Last Size,Last,%Change,Bid,Ask,Size,Open,High,Low,Delta,Gamma,Vega,Theta,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,ROR,ROC,% Out Of The Money,Mark % of underlying value,Mark %Change,Yield,Front Expected Move,Front Vol,Back Expected Move,Back Vol,Expected Move Diff,Market Maker Move,Weighted Back Vol,Call Sizzle Index,P/C Ratio,Put Sizzle Index,Vol Index,Vol Diff,Sizzle Index,HTB/ETB,Description,Sector,Industry,Shares,Sub-Industry
VEDL,"359,135",0,43.93%,9.67,"11,887",9.67,-1.12%,8.45,9.86,1 x 11,9.70,9.76,9.67,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.18%,±0.478,45.03%,±1.088,45.31%,±0.975,<empty>,45.38%,0.51,0.025,0.101,43.93%,-0.28%,0.499,,VEDANTA LIMITED ADR SPONSORED,Materials,Metals & Mining,"929,299,160",Diversified Metals & Mining
KLIC,"358,991",0,34.12%,21.35,"20,132",21.35,-0.47%,20.00,24.40,2 x 2,21.12,21.40,20.75,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.25%,±0.819,34.98%,±1.838,34.77%,±1.643,±0.1,34.72%,0.11,4.211,0.138,34.12%,0.21%,0.074,,KULICKE & SOFFA INDUSTRIES INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"65,019,529",Semiconductor Equipment
NPTN,"358,823",0,93.91%,4.04,"19,715",4.04,-3.12%,4.03,4.38,1 x 10,4.18,4.18,4.01,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.566,126.59%,±1.15,110.97%,±0.982,±0.302,106.78%,0.047,0.5,0.044,93.91%,15.62%,0.031,,NEOPHOTONICS CORP COM,Information Technology,Semiconductors & Semiconductor Equipment,"46,474,327",Semiconductors
MPWR,"358,493",0,34.27%,126.41,0,126.41,-2.72%,125.01,169.05,1 x 1,125.815,128.225,125.815,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.27%,±5.271,38.01%,±10.774,34.42%,±9.379,±2.494,33.48%,3.704,1.4,2.478,34.27%,3.59%,2.892,,MONOLITHIC POWER SYSTEM INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"43,057,000",Semiconductors
SCHN,"357,501",0,38.70%,22.84,"15,928",22.84,-0.48%,22.10,24.00,0 x 2,22.96,23.69,22.58,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.28%,±0.895,35.71%,±2.22,39.21%,±2.028,<empty>,40.02%,3.205,0.11,2.895,38.70%,-3.50%,3.208,,SCHNITZER STEEL COM CL A,Materials,Metals & Mining,"26,776,489",Steel
AEZS,"357,153",0,109.66%,3.02,104,3.02,+9.82%,3.00,3.46,1 x 5,2.79,3.11,2.725,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,±0.531,157.94%,±1.059,134.16%,±0.888,±0.31,127.63%,1.683,0.722,2.947,109.66%,23.78%,2.291,,AETERNA ZENTARIS INC COM,Health Care,Biotechnology,"16,440,760",Biotechnology
GWR,"357,130",0,31.34%,95.98,"66,109",95.97,-0.63%,95.98,96.04,3 x 12,96.29,96.75,94.70,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.01%,<empty>,±3.853,36.60%,±7.137,30.06%,±5.997,±2.452,28.22%,1.705,0.294,0.311,31.34%,6.54%,0.953,,GENESEE & WYOMING INC COM CL A,Industrials,Road & Rail,"56,934,392",Railroads
FRT,"356,954",0,16.26%,133.14,"63,034",133.14,+0.29%,120.05,133.18,2 x 0,133.00,133.65,132.78,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.06%,±3.585,24.56%,±5.707,17.36%,±4.437,±2.831,15.07%,1.319,0.237,0.726,16.26%,7.20%,1.335,,FED    REALTY INVEST TRUST SH BEN INT NEW,Real Estate,Equity Real Estate Investment Trusts (REITs),"73,221,458",Retail REITs
TGI,"356,863",0,51.49%,20.05,"83,396",20.05,-1.91%,19.00,24.96,1 x 0,20.44,20.51,20.04,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.80%,±1.465,66.48%,±2.597,52.05%,±2.132,±1.016,47.84%,0.42,1.136,1.582,51.49%,14.43%,0.388,,TRIUMPH GROUP INC COM,Industrials,Aerospace & Defense,"49,904,760",Aerospace & Defense
SBNY,"356,799",0,34.97%,116.30,"24,033",116.30,-0.78%,103.04,120.29,1 x 2,117.31,117.825,115.08,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.93%,±4.618,36.20%,±9.897,34.37%,±8.74,±1.617,33.90%,0.511,1.095,1.136,34.97%,1.83%,0.717,,SIGNATURE BANK COM,Financials,Banks,"55,095,822",Regional Banks
B,"355,944",0,33.26%,53.04,"64,764",53.04,-5.67%,51.40,212.75,1 x 1,55.08,55.46,52.06,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.21%,±1.461,25.13%,±4.317,32.88%,±4.059,<empty>,34.52%,0.333,4,0.694,33.26%,-7.75%,1.316,,BARNES GROUP INC COM,Industrials,Machinery,"51,384,304",Industrial Machinery
UPLD,"355,555",0,51.21%,48.22,"20,828",48.19,-0.10%,48.22,48.90,20 x 1,47.85,48.89,46.51,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.06%,<empty>,±3.006,56.80%,±6.198,51.70%,±5.399,±1.387,50.37%,0.187,0.068,0.19,51.21%,5.10%,0.187,,UPLAND SOFTWARE INC COM,Information Technology,Software,"21,485,449",Application Software
FSNNQ,"353,525",1,<empty>,.0229,"3,811",.0229,+14.50%,.0106,.0520,0 x 0,.0201,.0230,.0106,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,,FUSION CONNECT INC COM,,,"82,112,970",
WCG,"353,077",0,23.17%,287.10,"18,162",287.10,+0.03%,279.00,296.20,14 x 2,287.17,288.94,285.70,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±8.286,26.32%,±16.971,23.92%,±14.798,±3.857,23.29%,1.435,1.957,0.763,23.17%,2.40%,0.907,,WELLCARE HEALTH PLANS INC COM,Health Care,Health Care Providers & Services,"50,303,407",Managed Health Care
RESI,"352,754",0,32.10%,12.23,"24,860",12.23,+1.58%,11.04,27.30,10 x 5,12.00,12.25,11.93,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,4.91%,±0.562,41.90%,±1.016,33.57%,±0.845,±0.375,31.18%,0.084,12,1.154,32.10%,8.33%,0.079,,FRONT YARD RESIDENTIAL CORP COM,Real Estate,Equity Real Estate Investment Trusts (REITs),"53,630,204",Residential REITs
GLOG,"352,636",0,47.73%,13.10,"19,361",13.10,-0.91%,13.10,16.65,0 x 1,13.20,13.295,12.935,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,4.58%,±0.704,48.93%,±1.56,47.93%,±1.388,±0.158,47.68%,0.243,0.455,0.427,47.73%,1.00%,0.281,,GASLOG LTD COM,Energy,"Oil, Gas & Consumable Fuels","80,649,135",Oil & Gas Storage & Transportation
IRT,"352,219",0,25.63%,11.92,"37,905",11.92,+0.59%,10.68,13.00,4 x 0,11.87,12.02,11.85,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,6.04%,±0.298,22.77%,±0.768,26.07%,±0.708,<empty>,26.82%,2.589,0.014,0.055,25.63%,-3.30%,2.056,,INDEPENDENCE REALTY TRUST INC COM,Real Estate,Equity Real Estate Investment Trusts (REITs),"89,834,501",Residential REITs
GEN,"351,844",0,191.18%,1.23,"8,002",1.23,+3.36%,1.00,1.28,0 x 10,1.19,1.25,1.18,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,<empty>,<empty>,±0.603,179.32%,<empty>,<empty>,<empty>,0.174,1,0.221,191.18%,<empty>,0.174,,GENESIS HEALTHCARE INC COM CL A,Health Care,Health Care Providers & Services,"161,881,670",Health Care Facilities
ASGN,"351,776",0,36.23%,56.57,"124,054",56.57,-1.55%,56.57,90.75,0 x 12,57.17,57.50,56.56,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.688,43.30%,±5.166,36.86%,±4.401,±1.573,35.10%,0.174,0.833,3.023,36.23%,6.44%,0.156,,ASGN INCORPORATED COM,Industrials,Professional Services,"52,800,000",Human Resource & Employment Services
DHX,"351,621",0,64.16%,4.03,"12,471",4.03,+0.25%,3.80,4.30,2 x 0,4.04,4.10,3.87,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.327,73.81%,±0.637,63.29%,±0.543,±0.187,60.42%,0.323,2,0.133,64.16%,10.52%,0.323,,DHI GROUP INC. COM,Communication Services,Interactive Media & Services,"55,036,008",Interactive Media & Services
WHD,"351,610",0,46.16%,31.12,"18,366",31.12,-2.51%,30.75,33.99,5 x 8,31.87,32.40,31.05,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.575,46.10%,±3.601,46.58%,±3.229,<empty>,46.70%,0.309,0.25,0.049,46.16%,-0.48%,0.237,,CACTUS INC COM CL A,Energy,Energy Equipment & Services,"75,109,921",Oil & Gas Equipment & Services
CRSP,"351,109",0,69.70%,43.27,"8,235",43.27,-2.24%,42.51,43.90,5 x 1,44.31,44.34,42.86,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.844,59.83%,±3.934,58.16%,±2.705,±0.938,56.47%,0.365,0.746,0.504,69.70%,1.67%,0.414,,CRISPR THERAPEUTICS AG COM,Health Care,Biotechnology,"54,818,875",Biotechnology
WSC,"350,784",0,31.00%,14.50,"24,933",14.50,-0.07%,14.32,17.30,50 x 1,14.50,14.505,14.34,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.466,29.30%,±1.142,31.82%,±1.041,<empty>,32.41%,0.427,0.125,1,31.00%,-2.52%,0.427,,WILLSCOT CORPORATION COM,Industrials,Construction & Engineering,"116,717,628",Construction & Engineering
HTLD,"350,679",0,36.42%,19.08,"21,276",19.08,-0.10%,18.49,19.44,2 x 0,19.09,19.25,18.88,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,0.42%,±0.763,36.45%,±1.677,35.48%,±1.49,±0.195,35.24%,0.192,0.273,0.057,36.42%,0.97%,0.156,,HEARTLAND EXPRESS INC COM,Industrials,Road & Rail,"81,979,305",Trucking
NOAH,"350,119",0,47.80%,40.44,"11,510",40.44,+0.57%,38.00,42.66,3 x 1,39.97,40.60,39.77,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.007,45.22%,±4.808,47.85%,±4.358,<empty>,48.48%,1.983,0.13,0.155,47.80%,-2.63%,1.102,,NOAH HOLDINGS LIMITED ADR,Financials,Capital Markets,"60,129,548",Asset Management & Custody Banks
MLNT,"349,741",0,152.47%,1.69,"8,019",1.69,-9.14%,1.66,1.72,5 x 7,1.83,1.83,1.62,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.39,204.82%,<empty>,<empty>,<empty>,±0.296,<empty>,0.037,5,0.108,152.47%,<empty>,0.116,,MELINTA THERAPEUTICS INC COM,Health Care,Pharmaceuticals,"11,779,897",Pharmaceuticals
CWEN,"349,237",0,32.34%,16.11,"29,168",16.11,+0.81%,14.27,16.40,1 x 1,16.04,16.15,15.90,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,4.97%,±0.47,26.59%,±1.328,33.31%,±1.241,<empty>,34.76%,0.457,0.316,0.583,32.34%,-6.72%,0.504,,CLEARWAY ENERGY INC COM CL C,Utilities,Independent Power and Renewable Electricity Producers,"193,402,890",Independent Power Producers & Energy Traders
ICLR,"349,212",0,25.57%,142.91,"20,693",142.91,-1.47%,117.18,161.00,1 x 9,145.37,148.00,142.78,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±4.311,27.51%,±9.317,26.37%,±8.251,±1.37,26.08%,0.446,2.8,1.591,25.57%,1.14%,1.173,,ICON COM,Health Care,Life Sciences Tools & Services,"53,976,367",Life Sciences Tools & Services
BGG,"348,690",0,35.59%,10.15,"15,080",10.15,-0.98%,9.00,11.19,1 x 1,10.23,10.23,9.99,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,5.52%,±0.471,42.32%,±0.961,38.21%,±0.836,±0.226,37.13%,0.175,0.118,0.073,35.59%,4.11%,0.153,,BRIGGS & STRATTON CORP COM,Industrials,Machinery,"42,057,970",Industrial Machinery
IRBT,"348,315",0,35.96%,88.50,"25,183",88.50,-1.73%,85.00,92.50,1 x 1,90.00,90.00,88.18,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±4.154,42.78%,±5.752,41.67%,±3.969,±1.323,40.55%,0.607,1.167,0.432,35.96%,1.11%,0.498,,IROBOT CORP COM,Consumer Discretionary,Household Durables,"28,054,998",Household Appliances
QUOT,"348,281",0,32.25%,11.01,"14,364",11.01,+0.18%,5.05,11.95,1 x 5,10.97,11.12,10.90,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.594,49.18%,±1.024,37.55%,±0.832,±0.428,34.09%,0.925,1.938,1.771,32.25%,11.63%,1.354,,QUOTIENT TECHNOLOGY INC COM,Consumer Discretionary,Internet & Direct Marketing Retail,"93,559,660",Internet & Direct Marketing Retail
DRRX,"347,838",0,190.04%,.5220,"10,062",.5220,-0.46%,.5120,.6190,10 x 22,.5400,.5450,.5111,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,<empty>,<empty>,±0.263,183.53%,<empty>,<empty>,<empty>,1.065,0.142,0.495,190.04%,<empty>,1.065,,DURECT CORP COM,Health Care,Pharmaceuticals,"162,359,930",Pharmaceuticals
HA,"347,579",0,42.47%,26.67,"20,694",26.67,-1.44%,26.10,27.73,5 x 10,26.96,27.29,26.62,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.80%,±1.217,41.59%,±2.844,42.97%,±2.564,<empty>,43.30%,0.32,2.171,0.682,42.47%,-1.38%,0.503,,HAWAIIAN HOLDINGS INC COM,Industrials,Airlines,"48,044,924",Airlines
ESPR,"345,892",0,51.25%,49.17,"25,092",49.17,-1.84%,48.25,52.50,2 x 3,50.11,50.19,49.10,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±3.781,69.94%,±6.329,51.74%,±5.045,±2.836,46.18%,0.224,1.854,0.416,51.25%,18.20%,0.319,,ESPERION THERAPEUTICS INC COM,Health Care,Biotechnology,"26,917,456",Biotechnology
FDS,"345,496",0,34.48%,296.28,"40,195",296.33,-0.19%,280.00,296.28,2 x 0,296.75,297.87,294.58,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,-0.02%,0.97%,±9.876,30.39%,±23.918,32.61%,±21.759,<empty>,33.13%,1.383,2.081,1.644,34.48%,-2.22%,1.549,,FACTSET RESEARCH SYSTEMS COM,Financials,Capital Markets,"38,239,923",Financial Exchanges & Data
ACRS,"345,464",0,119.86%,4.67,"22,232",4.67,-4.11%,4.63,6.80,0 x 6,4.85,4.86,4.59,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.714,137.78%,±1.455,120.57%,±1.239,±0.382,115.95%,0.004,20,0.541,119.86%,17.21%,0.002,,ACLARIS THERAPEUTICS INC COM,Health Care,Pharmaceuticals,"41,272,308",Pharmaceuticals
PPBI,"345,294",0,43.98%,30.36,"19,041",30.36,+1.27%,30.28,40.00,0 x 5,29.99,30.52,29.78,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.90%,±0.946,28.41%,±3.147,41.79%,±2.999,<empty>,44.47%,2.941,66.667,0.208,43.98%,-13.38%,2.941,,PACIFIC PREMIER BANCORP INC COM,Financials,Banks,"62,689,976",Regional Banks
SXC,"344,663",0,44.01%,7.61,"20,182",7.61,-2.19%,5.00,11.00,5 x 10,7.73,7.81,7.60,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,7.88%,±0.419,50.19%,±0.831,44.02%,±0.716,±0.225,42.36%,0.154,150,0.032,44.01%,6.17%,0.154,,SUNCOKE ENERGY INC COM,Materials,Metals & Mining,"65,101,151",Steel
FLXN,"343,648",0,66.18%,10.89,"25,417",10.89,-3.46%,10.51,15.99,2 x 1,11.22,11.28,10.85,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,-inf,--,±1.89,69.28%,<empty>,+inf,<empty>,0.336,0.091,0.213,66.18%,--,0.329,,FLEXION THERAPEUTICS INC COM,Health Care,Biotechnology,"37,992,631",Biotechnology
HOPE,"343,602",0,38.40%,13.31,"27,222",13.31,-0.60%,12.00,14.30,31 x 5,13.40,13.40,13.18,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,4.21%,-inf,--,±1.232,37.35%,<empty>,+inf,<empty>,3.571,0.08,0.116,38.40%,--,3.462,,HOPE BANCORP INC COM,Financials,Banks,"126,663,405",Regional Banks
BLK,"343,538",0,24.08%,446.97,"42,120",446.97,-0.29%,408.00,495.00,1 x 1,449.14,449.14,444.63,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.95%,±10.281,20.98%,±15.118,21.72%,±11.078,<empty>,22.42%,0.596,0.815,0.213,24.08%,-0.74%,0.33,,BLACKROCK INC COM,Financials,Capital Markets,"154,521,770",Asset Management & Custody Banks
JE,"343,218",0,55.99%,4.25,"45,200",4.25,+0.81%,3.90,4.32,10 x 9,4.20,4.25,4.13,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,11.76%,±0.451,96.30%,±0.585,55.25%,±0.368,±0.412,39.02%,0.328,0.048,0.938,55.99%,41.05%,0.338,,JUST ENERGY GROUP INC COM,Utilities,Multi-Utilities,"149,705,030",Multi-Utilities
RDUS,"343,111",0,55.95%,22.00,"23,727",22.00,+1.01%,16.60,22.05,1 x 2,21.78,22.40,21.66,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.331,55.11%,±3.107,56.67%,±2.797,<empty>,57.05%,1.2,0.083,0.208,55.95%,-1.56%,0.878,,RADIUS HEALTH INC COM,Health Care,Biotechnology,"46,107,383",Biotechnology
CHSP,"342,928",0,20.56%,28.85,"58,951",28.85,-0.62%,11.80,29.34,1 x 0,28.95,29.09,28.79,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,5.55%,±0.959,30.30%,±1.396,19.59%,±1.013,±0.816,15.88%,0.385,0.8,1.333,20.56%,10.71%,0.263,,CHESAPEAKE LODGING TRUST SH BEN INT,Real Estate,Equity Real Estate Investment Trusts (REITs),"60,765,796",Hotel & Resort REITs
NUS,"342,454",0,37.27%,50.89,"33,548",50.89,-0.68%,50.43,52.87,1 x 1,51.21,51.85,50.66,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.91%,±2.729,48.85%,±4.949,39.23%,±4.116,±1.814,36.48%,0.436,2.412,0.524,37.27%,9.62%,0.495,,NU SKIN ENTERPRISES INC COM CL A,Consumer Staples,Personal Products,"55,486,600",Personal Products
TFX,"342,271",0,22.50%,320.27,"22,092",320.24,-0.24%,320.27,320.28,1 x 31,321.00,322.62,318.82,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.01%,0.42%,±7.928,22.58%,±18.867,23.84%,±17.109,<empty>,24.14%,1.136,28.571,3.106,22.50%,-1.26%,0.205,,TELEFLEX INC COM,Health Care,Health Care Equipment & Supplies,"46,154,088",Health Care Equipment
GPRK,"342,108",0,48.70%,17.04,"2,630",17.04,-0.81%,17.04,19.00,0 x 1,17.06,17.35,16.89,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.728,38.95%,±2.054,48.50%,±1.917,<empty>,50.57%,2.153,0.154,0.4,48.70%,-9.55%,1.845,,GEOPARK LIMITED COM,Energy,"Oil, Gas & Consumable Fuels","61,315,249",Oil & Gas Exploration & Production
RGLD,"342,072",0,27.11%,95.10,"16,957",95.10,+0.56%,91.69,97.70,1 x 3,95.08,96.19,94.2186,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.11%,±3.147,30.17%,±6.316,26.86%,±5.47,±1.599,25.98%,0.729,0.851,1.1,27.11%,3.31%,0.863,,ROYAL GOLD INC COM,Materials,Metals & Mining,"65,519,664",Gold
UBNT,"341,747",0,37.04%,128.24,"99,233",128.24,-2.86%,125.00,132.25,1 x 1,131.70,131.70,126.83,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.78%,±5.56,39.52%,±12.195,38.37%,±10.832,±1.485,38.08%,0.997,0.308,0.646,37.04%,1.15%,0.884,,UBIQUITI NETWORKS INC COM,Information Technology,Communications Equipment,"70,581,310",Communications Equipment
BGNE,"339,809",0,59.20%,117.62,"8,991",117.62,-5.97%,117.62,142.80,1 x 5,125.40,125.40,116.95,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±7.188,55.65%,±17.381,59.24%,±15.764,<empty>,60.09%,2.109,0.103,1.818,59.20%,-3.59%,2.078,,BEIGENE LTD ADR,Health Care,Biotechnology,"59,812,048",Biotechnology
ALLO,"339,683",0,65.53%,26.43,"15,002",26.43,-1.23%,25.31,28.00,10 x 1,26.69,27.33,26.37,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.719,93.34%,±4.247,64.29%,±3.227,±2.196,54.83%,1.367,0.373,1.645,65.53%,29.05%,1.278,,ALLOGENE THERAPEUTICS INC COM,Health Care,Biotechnology,"121,539,320",Biotechnology
CATY,"339,525",0,22.16%,34.57,"18,274",34.57,-0.43%,31.19,36.88,0 x 20,34.59,34.745,34.24,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.59%,±0.978,25.81%,±2.098,24.56%,±1.855,±0.336,24.24%,0.968,0.455,0.714,22.16%,1.25%,0.968,,CATHAY GENERAL BANCORP COM,Financials,Banks,"80,385,644",Regional Banks
RRR,"339,371",0,38.68%,22.79,"20,383",22.79,-0.70%,22.72,26.00,0 x 1,22.99,23.05,22.7125,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.76%,±0.9,36.01%,±2.197,38.89%,±2.001,<empty>,39.57%,1.65,0.4,0.221,38.68%,-2.88%,1.449,,RED ROCK RESORTS INC COM CL A,Consumer Discretionary,"Hotels, Restaurants & Leisure","117,158,328",Casinos & Gaming
SUI,"339,232",0,17.74%,129.12,"39,397",129.12,+0.01%,120.00,129.16,1 x 0,128.98,130.09,128.86,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.32%,±2.936,20.74%,±5.793,18.17%,±4.992,±1.58,17.48%,0.767,0.2,0.781,17.74%,2.57%,0.769,,SUN COMMUNITIES INC COM,Real Estate,Equity Real Estate Investment Trusts (REITs),"90,670,901",Residential REITs
TWI,"338,920",0,57.04%,4.24,"16,537",4.24,+1.19%,3.74,4.68,0 x 6,4.16,4.32,4.08,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,0.47%,±0.265,56.92%,±0.605,57.21%,±0.541,<empty>,57.28%,0.211,0.075,0.625,57.04%,-0.29%,0.209,,TITAN INTL INC COM,Industrials,Machinery,"60,000,370",Agricultural & Farm Machinery
ROP,"338,859",0,18.63%,364.62,"52,172",364.62,-0.19%,364.54,366.99,0 x 1,364.74,365.80,359.41,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.51%,±8.547,21.38%,±17.858,19.83%,±15.671,±3.565,19.43%,0.07,22.125,4.097,18.63%,1.55%,1.172,,ROPER TECHNOLOGIES INC COM,Industrials,Industrial Conglomerates,"103,841,015",Industrial Conglomerates
ANFI,"338,701",0,<empty>,.92,508,.92,-0.52%,.86,.96,10 x 250,.9207,.97,.9001,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,<empty>,<empty>,±0.551,210.30%,<empty>,<empty>,<empty>,4.428,0.01,0.694,<empty>,<empty>,4.393,,AMIRA NATURE FOODS LTD COM,Consumer Staples,Food Products,"40,359,675",Packaged Foods & Meats
