Stock quote and option quote for IBM on 9/1/19 18:02:51

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.53,N,+.65,135.30,P,135.77,P,5 x 5,"2,960,594",135.58,136.07,134.3627

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,14.02,1.62,Q,8/8/19,154.36,105.94,"885,875,160",1.09

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM190913C185,0,0,.006,.001,-.012,.004,.00,64.25%,.03030364,<empty>,<empty>,0.42%,0.86%,99.58%,0.62%,1026.14%,.030,0 x 146,0,146,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,185,47.65,X,51.40,B,IBM190913P185,0,0,-1.000,.00,-.106,.988,.00,0.06%,49.57,182.71%,36.56%,100.00%,0.00%,0.00%,1.14%,<empty>,49.525,24 x 21,24,21,<empty>,0,0, ,0,0,0,,

20 SEP 19  (19)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM190920C70,0,0,.888,.00,-.185,.037,.005,205.84%,65.65,<empty>,<empty>,87.03%,23.34%,12.97%,1.62%,1.62%,65.650,21 x 21,21,21,<empty>,0,0, ,0,0,0,63.85,B,67.45,B,20 SEP 19,70,0,B,.04,W,IBM190920P70,0,150,-.002,.00,-.006,.002,.00,102.05%,.02006687,0.29%,0.03%,0.41%,0.80%,99.59%,0.27%,<empty>,.020,0 x 70,0,70,0.00%,.01,.01,Z,0,0,0,,
,,IBM190920C75,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.41%,0.00%,60.425,1 x 21,1,21,<empty>,0,0, ,0,0,0,58.55,Q,62.30,B,20 SEP 19,75,0,A,.01,W,IBM190920P75,0,90,-.001,.00,-.002,.001,.00,81.23%,.00500007,0.07%,0.01%,0.13%,0.25%,99.87%,0.07%,<empty>,.005,0 x 38,0,38,0.00%,.03,.03,E,0,0,0,,
,,IBM190920C80,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-2.76%,0.00%,55.325,3 x 21,3,21,<empty>,0,0, ,0,0,0,53.45,B,57.20,B,20 SEP 19,80,0,N,.01,W,IBM190920P80,0,300,-.001,.00,-.002,.001,.00,72.84%,.00499993,0.06%,0.01%,0.14%,0.26%,99.86%,0.07%,<empty>,.005,0 x 15,0,15,0.00%,.01,.01,C,0,0,0,,
,,IBM190920C85,0,0,.902,.001,-.141,.041,.011,143.84%,51.08,<empty>,<empty>,88.75%,20.86%,11.25%,7.34%,7.34%,51.075,21 x 21,21,21,<empty>,0,0, ,0,0,0,49.40,B,52.75,B,20 SEP 19,85,0,P,.01,W,IBM190920P85,0,511,-.001,.00,-.002,.001,.00,64.93%,.00499993,0.06%,0.01%,0.14%,0.28%,99.86%,0.07%,<empty>,.005,0 x 59,0,59,0.00%,.01,.01,E,0,0,0,,
,,IBM190920C90,0,0,.901,.002,-.140,.044,.015,131.98%,46.38,<empty>,<empty>,87.82%,22.67%,12.18%,11.39%,11.39%,46.375,21 x 21,21,21,0.00%,48.83,48.83,C,0,0,0,45.10,B,47.65,B,20 SEP 19,90,0,W,.01,W,IBM190920P90,0,349,-.001,.00,-.002,.001,.00,57.44%,.00499875,0.06%,0.01%,0.15%,0.29%,99.85%,0.07%,<empty>,.005,0 x 25,0,25,0.00%,.02,.02,E,0,0,0,,
,,IBM190920C95,0,5,.906,.002,-.118,.044,.017,112.12%,41.25,<empty>,<empty>,88.83%,21.02%,11.17%,9.70%,9.70%,41.250,21 x 21,21,21,0.00%,43.82,43.82,C,0,0,0,39.75,B,42.75,B,20 SEP 19,95,0,E,.02,W,IBM190920P95,0,"1,625",-.002,.00,-.003,.002,.00,53.64%,.01015885,0.11%,0.01%,0.29%,0.57%,99.71%,0.13%,<empty>,.010,0 x 60,0,60,0.00%,.01,.01,E,0,0,0,,
,,IBM190920C100,0,0,.909,.003,-.102,.045,.019,95.65%,36.20,<empty>,<empty>,89.24%,20.40%,10.76%,9.03%,9.03%,36.200,21 x 21,21,21,0.00%,38.89,38.89,C,0,0,0,34.65,B,37.75,B,20 SEP 19,100,0,B,.08,W,IBM190920P100,0,865,-.007,.001,-.009,.006,-.001,53.91%,.04005005,0.40%,0.04%,0.98%,1.91%,99.02%,0.54%,<empty>,.040,0 x 155,0,155,0.00%,.05,.05,P,0,0,0,,
,,IBM190920C105,0,24,.910,.004,-.087,.046,.022,80.61%,31.15,<empty>,<empty>,89.45%,20.15%,10.55%,8.35%,8.35%,31.150,21 x 21,21,21,0.00%,34.05,34.05,X,0,0,0,29.60,B,32.70,B,20 SEP 19,105,.05,B,.08,H,IBM190920P105,6,398,-.012,.002,-.013,.010,-.001,49.10%,.06527503,0.62%,0.06%,1.58%,3.08%,98.42%,0.88%,<empty>,.065,6 x 131,6,131,+600.00%,.07,.07,N,.05,.07,.05,,
,,IBM190920C110,0,2,.904,.006,-.081,.050,.027,69.31%,26.23,<empty>,<empty>,88.42%,22.20%,11.58%,9.36%,9.36%,26.225,11 x 21,11,21,0.00%,23.70,23.70,E,0,0,0,25.35,H,27.10,B,20 SEP 19,110,.07,H,.11,I,IBM190920P110,2,740,-.018,.003,-.016,.014,-.001,43.12%,.09027562,0.82%,0.08%,2.26%,4.41%,97.74%,1.21%,<empty>,.090,21 x 87,21,87,-40.00%,.09,.09,C,.08,.09,.08,,
,,IBM190920C115,3,119,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-3.10%,0.00%,20.300,12 x 21,12,21,+30.98%,20.04,20.04,I,20.04,20.04,20.04,19.05,P,21.55,B,20 SEP 19,115,.13,P,.16,H,IBM190920P115,7,754,-.030,.006,-.021,.022,-.002,37.93%,.14501578,1.26%,0.13%,3.68%,7.19%,96.32%,1.95%,<empty>,.145,5 x 145,5,145,+15.38%,.15,.15,C,.14,.15,.14,,
,,IBM190920C120,0,31,.917,.011,-.039,.046,.029,38.16%,15.83,<empty>,<empty>,90.34%,18.79%,9.66%,3.98%,3.98%,15.825,11 x 21,11,21,0.00%,13.40,13.40,Z,0,0,0,14.10,H,17.55,B,20 SEP 19,120,.23,P,.27,H,IBM190920P120,21,"2,930",-.055,.011,-.030,.035,-.004,32.92%,.25000424,2.08%,0.21%,6.40%,12.50%,93.60%,3.37%,<empty>,.250,4 x 84,4,84,+8.00%,.27,.27,X,.27,.28,.23,,
,,IBM190920C121,0,1,.928,.012,-.030,.041,.026,33.79%,14.72,<empty>,<empty>,91.55%,16.47%,8.45%,2.63%,2.63%,14.725,1 x 21,1,21,0.00%,9.75,9.75,A,0,0,0,12.90,Q,16.55,B,20 SEP 19,121,.25,C,.30,I,IBM190920P121,1,64,-.061,.012,-.032,.039,-.005,31.77%,.27506584,2.19%,0.23%,7.11%,13.86%,92.89%,3.71%,<empty>,.275,1 x 50,1,50,-7.14%,.26,.26,C,.26,.26,.26,,
,,IBM190920C122,3,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-3.44%,0.00%,13.275,10 x 21,10,21,<empty>,14.10,14.10,E,14.10,14.10,14.10,12.20,P,14.35,B,20 SEP 19,122,.30,B,.33,T,IBM190920P122,0,41,-.071,.014,-.034,.043,-.005,30.88%,.31500509,2.32%,0.26%,8.10%,15.80%,91.90%,4.24%,<empty>,.315,1 x 1,1,1,0.00%,.36,.36,M,0,0,0,,
,,IBM190920C123,0,3,.861,.018,-.061,.069,.039,39.45%,13.27,<empty>,<empty>,83.85%,31.30%,16.15%,10.04%,10.04%,13.275,31 x 25,31,25,0.00%,9.45,9.45,P,0,0,0,12.60,I,13.95,B,20 SEP 19,123,.32,X,.38,D,IBM190920P123,0,268,-.080,.016,-.036,.047,-.006,29.75%,.35001677,2.40%,0.29%,9.07%,17.68%,90.93%,4.72%,<empty>,.350,31 x 21,31,21,0.00%,.49,.49,E,0,0,0,,
,,IBM190920C124,0,16,.877,.019,-.047,.063,.038,33.79%,12.05,<empty>,<empty>,85.67%,27.84%,14.33%,7.01%,7.01%,12.050,26 x 21,26,21,0.00%,7.85,7.85,Z,0,0,0,11.50,B,12.60,B,20 SEP 19,124,.38,Z,.43,P,IBM190920P124,5,221,-.092,.018,-.039,.053,-.007,28.90%,.40499863,2.60%,0.33%,10.41%,20.29%,89.59%,5.46%,<empty>,.405,16 x 5,16,5,-16.00%,.42,.42,I,.41,.42,.41,,
,,IBM190920C125,24,194,.860,.022,-.051,.070,.040,33.07%,11.15,<empty>,<empty>,83.81%,31.43%,16.19%,8.35%,8.35%,11.150,62 x 63,62,63,-5.32%,10.51,10.51,C,11.10,11.10,10.51,10.95,X,11.35,M,20 SEP 19,125,.46,Q,.50,D,IBM190920P125,333,"3,050",-.108,.021,-.043,.059,-.008,28.23%,.48030398,2.90%,0.39%,12.14%,23.64%,87.86%,6.47%,<empty>,.480,14 x 10,14,10,-18.87%,.43,.43,I,.47,.59,.43,,
,,IBM190920C126,0,7,.837,.024,-.057,.077,.041,32.81%,10.30,<empty>,<empty>,81.36%,36.15%,18.64%,10.38%,10.38%,10.300,50 x 65,50,65,0.00%,7.85,7.85,N,0,0,0,10.10,M,10.50,X,20 SEP 19,126,.54,P,.58,D,IBM190920P126,2,178,-.126,.024,-.046,.066,-.010,27.42%,.56025888,3.19%,0.45%,14.00%,27.24%,86.00%,7.55%,<empty>,.560,6 x 10,6,10,-1.59%,.62,.62,E,.54,.62,.54,,
,,IBM190920C127,3,11,.820,.027,-.058,.082,.042,31.37%,9.38,<empty>,<empty>,79.62%,39.51%,20.38%,11.39%,11.39%,9.375,60 x 92,60,92,+64.48%,9.54,9.54,C,9.54,9.54,9.54,9.15,M,9.60,X,20 SEP 19,127,.62,H,.68,Q,IBM190920P127,12,160,-.146,.027,-.050,.073,-.011,26.55%,.6501979,3.50%,0.51%,16.09%,31.29%,83.91%,8.76%,<empty>,.650,21 x 1,21,1,-7.79%,.71,.71,C,.60,.78,.60,,
,,IBM190920C128,0,119,.803,.031,-.057,.087,.043,29.51%,8.43,<empty>,<empty>,77.97%,42.70%,22.03%,12.06%,12.06%,8.425,60 x 60,60,60,0.00%,7.75,7.75,Z,0,0,0,8.20,M,8.65,M,20 SEP 19,128,.75,P,.80,H,IBM190920P128,24,234,-.171,.031,-.054,.081,-.013,25.92%,.77532906,3.96%,0.61%,18.75%,36.42%,81.25%,10.44%,<empty>,.775,7 x 11,7,11,-6.52%,.86,.86,C,.73,.86,.73,,
,,IBM190920C129,6,45,.772,.034,-.062,.095,.043,29.17%,7.63,<empty>,<empty>,74.76%,48.86%,25.24%,14.75%,14.75%,7.625,60 x 88,60,88,+0.42%,7.18,7.18,I,7.25,7.27,6.92,7.35,M,7.90,X,20 SEP 19,129,.91,P,.94,Q,IBM190920P129,234,131,-.200,.035,-.058,.089,-.015,25.30%,.92507582,4.50%,0.72%,21.80%,42.30%,78.20%,12.46%,<empty>,.925,6 x 7,6,7,-9.35%,.97,.97,D,.92,1.06,.88,,
,,IBM190920C130,62,"2,077",.745,.037,-.063,.101,.043,27.78%,6.75,<empty>,<empty>,72.07%,54.03%,27.93%,16.44%,16.44%,6.750,11 x 21,11,21,+8.20%,6.86,6.86,X,6.75,6.86,6.25,6.70,H,6.80,M,20 SEP 19,130,1.09,Z,1.10,Q,IBM190920P130,260,"6,110",-.233,.039,-.062,.097,-.018,24.60%,1.10,5.08%,0.85%,25.20%,48.82%,74.80%,14.75%,<empty>,1.095,2 x 1,2,1,-10.83%,1.07,1.07,C,1.15,1.35,.98,,
,,IBM190920C131,16,151,.712,.041,-.065,.108,.043,26.66%,5.93,<empty>,<empty>,68.77%,60.35%,31.23%,18.80%,18.80%,5.925,2 x 2,2,2,+9.01%,6.05,6.05,Z,6.05,6.15,5.75,5.90,Z,5.95,Z,20 SEP 19,131,1.29,P,1.30,W,IBM190920P131,71,396,-.271,.044,-.065,.105,-.021,23.91%,1.30,5.74%,1.00%,29.03%,56.16%,70.97%,17.45%,<empty>,1.295,5 x 7,5,7,-12.50%,1.26,1.26,Z,1.20,1.56,1.16,,
,,IBM190920C132,21,160,.673,.045,-.066,.114,.042,25.73%,5.15,<empty>,<empty>,64.91%,67.71%,35.09%,21.83%,21.83%,5.150,11 x 11,11,11,+7.14%,5.10,5.10,I,5.10,5.10,4.64,5.10,H,5.20,H,20 SEP 19,132,1.52,P,1.54,H,IBM190920P132,68,205,-.313,.048,-.068,.112,-.024,23.21%,1.53,6.49%,1.17%,33.33%,64.37%,66.67%,20.62%,<empty>,1.530,6 x 21,6,21,-9.64%,1.50,1.50,W,1.46,1.73,1.41,,
,,IBM190920C133,19,227,.629,.048,-.068,.119,.040,25.13%,4.45,<empty>,<empty>,60.45%,76.18%,39.55%,25.87%,25.87%,4.450,11 x 11,11,11,-1.45%,4.07,4.07,C,4.45,4.45,3.90,4.40,H,4.50,H,20 SEP 19,133,1.79,Z,1.81,W,IBM190920P133,73,227,-.360,.052,-.069,.118,-.028,22.46%,1.80,7.32%,1.37%,38.08%,73.41%,61.92%,24.25%,<empty>,1.800,2 x 12,2,12,-10.40%,1.81,1.81,Z,1.85,2.18,1.65,,
,,IBM190920C134,5,219,.581,.052,-.068,.123,.038,24.18%,3.75,<empty>,<empty>,55.78%,85.01%,44.22%,29.91%,29.91%,3.750,11 x 11,11,11,-5.35%,3.36,3.36,M,3.99,3.99,3.36,3.70,H,3.80,H,20 SEP 19,134,2.11,P,2.14,H,IBM190920P134,59,255,-.413,.056,-.070,.123,-.032,21.79%,2.13,8.31%,1.61%,43.36%,83.38%,56.64%,28.63%,<empty>,2.125,5 x 23,5,23,-10.78%,2.07,2.07,Q,2.02,2.58,1.88,,
,,IBM190920C135,168,"2,310",.529,.054,-.068,.126,.035,23.45%,3.13,<empty>,<empty>,50.65%,94.67%,49.35%,34.97%,34.97%,3.125,7 x 11,7,11,+10.92%,3.15,3.15,N,3.25,3.30,2.64,3.10,P,3.15,H,20 SEP 19,135,2.48,P,2.51,W,IBM190920P135,124,"4,605",-.470,.059,-.070,.126,-.036,21.06%,2.50,9.39%,1.88%,49.04%,94.07%,50.96%,33.62%,<empty>,2.495,4 x 11,4,11,-10.99%,2.43,2.43,I,2.24,2.99,2.21,,
,,IBM190920C136,168,556,.473,.056,-.066,.126,.032,22.62%,2.54,<empty>,<empty>,45.20%,94.44%,54.80%,34.23%,40.56%,2.540,2 x 11,2,11,+9.17%,2.62,2.62,I,2.37,2.65,2.21,2.51,Z,2.57,H,20 SEP 19,136,2.90,Z,2.94,Q,IBM190920P136,108,218,-.531,.062,-.068,.126,-.041,20.30%,2.92,10.77%,2.19%,55.12%,93.80%,44.88%,33.01%,<empty>,2.920,2 x 3,2,3,-0.31%,3.19,3.19,C,2.75,3.31,2.71,,
,,IBM190920C137,61,370,.416,.056,-.063,.123,.029,22.06%,2.04,<empty>,<empty>,39.58%,82.47%,60.42%,27.56%,47.36%,2.045,7 x 2,7,2,-5.35%,1.77,1.77,C,2.22,2.23,1.76,2.01,B,2.08,Z,20 SEP 19,137,3.35,A,3.45,E,IBM190920P137,7,10,-.596,.062,-.065,.122,-.046,19.48%,3.40,12.54%,2.54%,61.52%,80.20%,38.48%,26.01%,<empty>,3.400,16 x 2,16,2,-19.74%,3.05,3.05,N,3.30,3.30,3.05,,
,,IBM190920C138,37,288,.357,.055,-.059,.118,.025,21.33%,1.59,<empty>,<empty>,33.83%,70.30%,66.17%,21.42%,54.71%,1.590,11 x 2,11,2,+13.89%,1.64,1.64,I,1.70,1.75,1.44,1.57,H,1.61,Z,20 SEP 19,138,3.95,Z,4.00,H,IBM190920P138,2,53,-.661,.061,-.061,.116,-.051,18.88%,3.98,14.66%,2.97%,67.92%,66.68%,32.08%,20.28%,<empty>,3.975,2 x 11,2,11,-17.58%,3.75,3.75,Z,3.75,3.75,3.75,,
,,IBM190920C139,33,265,.299,.053,-.053,.110,.021,20.77%,1.22,<empty>,<empty>,28.24%,58.54%,71.76%,16.37%,63.13%,1.215,11 x 2,11,2,+10.62%,1.25,1.25,Q,1.34,1.34,1.07,1.19,H,1.24,Z,20 SEP 19,139,4.55,H,4.65,H,IBM190920P139,7,2,-.728,.057,-.054,.105,-.057,18.10%,4.60,16.97%,3.42%,74.34%,53.19%,25.66%,15.23%,<empty>,4.600,21 x 11,21,11,-11.30%,5.10,5.10,Q,4.75,5.10,4.75,,
,,IBM190920C140,173,"8,257",.244,.049,-.048,.100,.017,20.30%,.91002374,<empty>,<empty>,23.00%,47.58%,77.00%,12.26%,72.49%,.910,11 x 11,11,11,+9.41%,.93,.93,I,1.00,1.01,.74,.89,H,.93,H,20 SEP 19,140,5.25,H,5.35,H,IBM190920P140,105,"3,729",-.791,.052,-.047,.091,-.062,17.35%,5.30,19.55%,3.93%,80.42%,40.48%,19.58%,11.18%,<empty>,5.300,11 x 11,11,11,-8.76%,5.21,5.21,I,5.24,6.00,4.96,,
,,IBM190920C141,21,207,.194,.044,-.041,.087,.014,19.83%,.66014326,<empty>,<empty>,18.17%,37.51%,81.83%,8.89%,82.60%,.660,11 x 11,11,11,-11.67%,.53,.53,C,.75,.75,.53,.64,H,.68,H,20 SEP 19,141,5.90,Z,6.10,Z,IBM190920P141,32,41,-.863,.044,-.035,.069,-.067,15.62%,6.00,22.14%,4.44%,87.33%,26.13%,12.67%,7.14%,<empty>,6.000,2 x 2,2,2,-9.62%,5.92,5.92,I,5.85,5.92,5.75,,
,,IBM190920C142,11,54,.148,.038,-.034,.074,.011,19.32%,.46027065,<empty>,<empty>,13.84%,28.51%,86.16%,6.20%,93.38%,.460,41 x 1,41,1,+11.11%,.50,.50,N,.41,.50,.41,.43,X,.49,B,20 SEP 19,142,6.55,X,7.10,X,IBM190920P142,0,1,-.920,.032,-.026,.046,-.072,14.31%,6.83,25.18%,5.05%,92.72%,14.99%,7.28%,4.78%,<empty>,6.825,52 x 45,52,45,<empty>,0,0, ,0,0,0,,
,,IBM190920C143,0,54,.112,.031,-.028,.060,.008,19.02%,.32000342,<empty>,<empty>,10.35%,21.29%,89.65%,4.31%,104.97%,.320,41 x 5,41,5,0.00%,.33,.33,E,0,0,0,.29,X,.35,B,20 SEP 19,143,7.30,M,7.90,C,IBM190920P143,13,3,-1.000,.00,.00,1.978,.00,0.04%,7.67,28.04%,5.61%,100.00%,0.00%,0.00%,1.75%,<empty>,7.600,60 x 84,60,84,-20.36%,7.55,7.55,N,7.55,7.55,7.55,,
,,IBM190920C144,0,235,.087,.026,-.023,.050,.006,19.23%,.24000931,<empty>,<empty>,8.03%,16.48%,91.97%,3.23%,117.36%,.240,21 x 60,21,60,0.00%,.23,.23,C,0,0,0,.21,D,.27,X,20 SEP 19,144,8.15,B,9.70,B,IBM190920P144,0,17,-.906,.026,-.034,.052,-.072,19.59%,8.93,32.93%,6.61%,91.60%,17.26%,8.40%,6.13%,<empty>,8.925,21 x 26,21,26,0.00%,9.27,9.27,C,0,0,0,,
,,IBM190920C145,39,"8,590",.065,.021,-.019,.040,.005,19.22%,.17002901,<empty>,<empty>,5.96%,12.23%,94.04%,2.29%,129.90%,.170,1 x 26,1,26,-5.56%,.17,.17,C,.27,.27,.12,.15,P,.19,H,20 SEP 19,145,9.30,X,9.75,T,IBM190920P145,17,"2,492",-1.000,.00,.00,1.957,.00,0.04%,9.47,35.14%,7.03%,100.00%,0.00%,0.00%,0.74%,<empty>,9.525,44 x 103,44,103,-4.08%,9.65,9.65,I,9.32,10.50,9.28,,
,,IBM190920C146,0,49,.048,.016,-.015,.032,.004,19.26%,.12008807,<empty>,<empty>,4.39%,8.99%,95.61%,1.62%,142.70%,.120,21 x 41,21,41,0.00%,.11,.11,X,0,0,0,.10,I,.14,I,20 SEP 19,146,10.10,X,10.75,X,IBM190920P146,21,21,-1.000,.00,.00,1.946,.00,--,<empty>,38.46%,7.69%,100.00%,0.00%,0.00%,-0.61%,<empty>,10.425,43 x 96,43,96,-5.77%,10.46,10.46,I,10.45,10.46,10.45,,
,,IBM190920C147,1,57,.038,.013,-.013,.027,.003,19.75%,.09513065,<empty>,<empty>,3.49%,7.13%,96.51%,1.28%,155.83%,.095,11 x 141,11,141,+60.00%,.08,.08,N,.08,.08,.08,.06,P,.13,X,20 SEP 19,147,10.45,B,12.45,B,IBM190920P147,0,0,-1.000,.00,.00,1.935,.00,--,<empty>,42.24%,8.45%,100.00%,0.00%,0.00%,-0.27%,<empty>,11.450,3 x 21,3,21,<empty>,0,0, ,0,0,0,,
,,IBM190920C148,0,96,.021,.009,-.007,.016,.002,18.60%,.04480024,<empty>,<empty>,1.88%,3.85%,98.12%,0.61%,168.63%,.045,0 x 107,0,107,0.00%,.05,.05,Q,0,0,0,0,A,.09,H,20 SEP 19,148,10.60,Z,14.25,Z,IBM190920P148,0,0,-1.000,.00,.00,1.924,.00,--,<empty>,45.84%,9.16%,100.00%,0.00%,0.00%,-0.61%,<empty>,12.425,6 x 6,6,6,<empty>,0,0, ,0,0,0,,
,,IBM190920C149,0,15,.020,.008,-.008,.015,.001,19.79%,.04501131,<empty>,<empty>,1.78%,3.63%,98.22%,0.61%,182.11%,.045,0 x 104,0,104,0.00%,.03,.03,E,0,0,0,0,B,.09,X,20 SEP 19,149,11.30,B,15.00,B,IBM190920P149,0,0,-1.000,.00,.00,1.913,.00,--,<empty>,48.51%,9.68%,100.00%,0.00%,0.00%,-4.31%,<empty>,13.150,3 x 21,3,21,<empty>,0,0, ,0,0,0,,
,,IBM190920C150,289,"6,969",.022,.008,-.009,.017,.002,21.58%,.05499608,<empty>,<empty>,1.95%,3.99%,98.05%,0.74%,195.72%,.055,1 x 171,1,171,+100.00%,.08,.08,I,.06,.08,.02,.02,P,.09,X,20 SEP 19,150,14.05,X,14.85,X,IBM190920P150,"1,500","1,039",-1.000,.00,.00,1.902,.00,--,<empty>,53.31%,10.66%,100.00%,0.00%,0.00%,-0.27%,<empty>,14.450,45 x 60,45,60,-2.67%,14.60,14.60,X,14.60,14.60,14.60,,
,,IBM190920C152.5,0,16,.029,.008,-.014,.021,.002,26.42%,.09001804,<empty>,<empty>,2.48%,5.07%,97.52%,1.21%,229.88%,.090,0 x 163,0,163,0.00%,.04,.04,Q,0,0,0,0,P,.18,H,20 SEP 19,152.5,15.05,H,17.60,B,IBM190920P152.5,0,0,-1.000,.00,.00,1.874,.00,--,<empty>,60.23%,11.99%,100.00%,0.00%,0.00%,-8.69%,<empty>,16.325,11 x 21,11,21,<empty>,0,0, ,0,0,0,,
,,IBM190920C155,414,"4,449",.013,.004,-.007,.010,.001,25.57%,.0347494,<empty>,<empty>,1.08%,2.20%,98.92%,0.47%,262.82%,.035,25 x 41,25,41,+50.00%,.03,.03,Q,.10,.12,.01,.03,W,.04,I,20 SEP 19,155,18.95,X,19.70,X,IBM190920P155,"3,084","2,861",-1.000,.00,.00,1.847,.00,--,<empty>,71.29%,14.24%,100.00%,0.00%,0.00%,-1.95%,<empty>,19.325,45 x 59,45,59,-2.25%,19.55,19.55,N,20.19,20.19,19.55,,
,,IBM190920C157.5,0,0,.022,.005,-.013,.017,.002,31.64%,.08008631,<empty>,<empty>,1.85%,3.77%,98.15%,1.08%,297.11%,.080,0 x 171,0,171,<empty>,0,0, ,0,0,0,0,B,.16,C,20 SEP 19,157.5,19.90,B,23.60,B,IBM190920P157.5,0,0,-1.000,.00,.00,1.820,.00,--,<empty>,80.24%,16.02%,100.00%,0.00%,0.00%,-2.96%,<empty>,21.750,3 x 21,3,21,<empty>,0,0, ,0,0,0,,
,,IBM190920C160,47,"2,517",.007,.002,-.005,.006,.001,28.68%,.02002448,<empty>,<empty>,0.57%,1.16%,99.43%,0.27%,329.99%,.020,2 x 1,2,1,0.00%,.02,.02,I,.01,.02,.01,.01,A,.03,Z,20 SEP 19,160,22.35,Q,25.80,B,IBM190920P160,0,1,-1.000,.00,.00,1.792,.00,--,<empty>,88.82%,17.71%,100.00%,0.00%,0.00%,-5.32%,<empty>,24.075,1 x 21,1,21,0.00%,25.20,25.20,X,0,0,0,,
,,IBM190920C165,1,"2,248",.008,.002,-.007,.007,.001,34.84%,.03003714,<empty>,<empty>,0.67%,1.37%,99.33%,0.40%,397.50%,.030,0 x 1,0,1,0.00%,.01,.01,E,.01,.01,.01,0,E,.06,D,20 SEP 19,165,28.30,B,30.65,B,IBM190920P165,0,0,-.997,.00,-.009,.00,-.090,0.04%,29.47,108.74%,21.75%,100.00%,0.00%,0.00%,0.07%,<empty>,29.475,21 x 21,21,21,0.00%,41.20,41.20,A,0,0,0,,
,,IBM190920C170,0,591,.013,.002,-.012,.011,.001,42.89%,.06021619,<empty>,<empty>,1.01%,2.06%,98.99%,0.81%,465.28%,.060,0 x 152,0,152,0.00%,.02,.02,H,0,0,0,0,B,.12,W,20 SEP 19,170,33.15,B,36.40,B,IBM190920P170,0,0,-.973,.004,-.031,.018,-.091,48.23%,34.78,128.29%,25.72%,98.11%,3.87%,1.89%,4.11%,<empty>,34.775,21 x 21,21,21,0.00%,32.60,32.60,P,0,0,0,,
,,IBM190920C175,0,344,.015,.002,-.015,.012,.001,49.35%,.08030009,<empty>,<empty>,1.12%,2.29%,98.88%,1.08%,532.92%,.080,0 x 50,0,50,0.00%,.01,.01,I,0,0,0,0,P,.16,W,20 SEP 19,175,37.60,B,41.20,B,IBM190920P175,0,0,-1.000,.00,.00,1.628,.00,--,<empty>,145.36%,29.06%,100.00%,0.00%,0.00%,-0.94%,<empty>,39.400,21 x 21,21,21,0.00%,25.64,25.64,I,0,0,0,,
,,IBM190920C180,0,2,.014,.002,-.016,.011,.001,53.87%,.08004468,<empty>,<empty>,1.00%,2.06%,99.00%,1.08%,600.29%,.080,0 x 122,0,122,0.00%,.07,.07,C,0,0,0,0,Q,.16,C,20 SEP 19,180,42.40,B,46.65,B,IBM190920P180,0,0,-.997,.00,-.008,.00,-.098,0.04%,44.63,164.26%,32.87%,100.00%,0.00%,0.00%,0.74%,<empty>,44.525,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
