Stock quote and option quote for FEYE on 9/1/19 18:02:21

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
13.43,Q,+.04,13.36,P,13.60,P,5 x 5,"1,870,788",13.45,13.575,13.33

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
<empty>,-11.1,<empty>,--,,20.61,12.66,"214,753,300",1.24

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE200117C13,0,449,.615,.128,-.004,.032,.026,35.93%,1.45,<empty>,<empty>,52.80%,89.30%,47.20%,19.86%,19.86%,1.445,186 x 874,186,874,0.00%,1.28,1.28,C,0,0,0,1.34,X,1.55,X,17 JAN 20,13,.88,Z,.99,X,FEYE200117P13,0,"5,280",-.388,.128,-.004,.032,-.022,36.44%,.93513989,41.45%,7.75%,47.36%,89.47%,52.64%,18.29%,<empty>,.935,215 x 573,215,573,0.00%,1.00,1.00,T,0,0,0,,
,,FEYE200117C14,0,666,.477,.142,-.004,.033,.021,33.88%,.92009076,<empty>,<empty>,39.47%,83.08%,60.53%,18.00%,29.15%,.920,3 x 241,3,241,0.00%,.86,.86,C,0,0,0,.83,N,1.01,X,17 JAN 20,14,1.34,Z,1.51,X,FEYE200117P14,0,"4,099",-.524,.140,-.004,.033,-.028,34.94%,1.43,53.05%,11.33%,60.46%,83.50%,39.54%,16.73%,<empty>,1.425,114 x 346,114,346,0.00%,1.49,1.49,N,0,0,0,,
,,FEYE200117C15,0,"2,783",.356,.128,-.004,.031,.016,35.03%,.62500346,<empty>,<empty>,27.95%,58.61%,72.05%,12.23%,42.95%,.625,15 x 311,15,311,0.00%,.62,.62,X,0,0,0,.58,Z,.67,X,17 JAN 20,15,2.01,B,2.18,X,FEYE200117P15,0,"8,237",-.651,.132,-.003,.031,-.032,35.08%,2.10,78.00%,16.23%,72.04%,58.66%,27.96%,10.27%,<empty>,2.095,17 x 854,17,854,0.00%,2.11,2.11,J,0,0,0,,
,,FEYE200117C16,0,497,.248,.111,-.003,.026,.011,34.48%,.38045064,<empty>,<empty>,18.57%,38.68%,81.43%,7.43%,57.72%,.380,380 x 923,380,923,0.00%,.37,.37,X,0,0,0,.30,X,.46,X,17 JAN 20,16,2.73,X,2.95,X,FEYE200117P16,0,102,-.767,.114,-.003,.025,-.033,34.04%,2.84,105.73%,21.58%,81.66%,38.14%,18.34%,5.28%,<empty>,2.840,56 x 717,56,717,0.00%,2.95,2.95,B,0,0,0,,
,,FEYE200117C17,0,"3,110",.180,.088,-.003,.022,.008,36.08%,.26510453,<empty>,<empty>,12.79%,26.64%,87.21%,5.18%,75.03%,.265,245 x 831,245,831,0.00%,.26,.26,X,0,0,0,.19,Z,.34,X,17 JAN 20,17,3.60,M,3.80,X,FEYE200117P17,0,"3,479",-.847,.086,-.002,.019,-.029,34.23%,3.70,137.75%,27.82%,88.21%,24.43%,11.79%,2.54%,<empty>,3.700,38 x 583,38,583,0.00%,3.78,3.78,X,0,0,0,,
,,FEYE200117C18,0,433,.131,.069,-.002,.018,.006,37.42%,.18547593,<empty>,<empty>,8.83%,18.38%,91.17%,3.62%,93.03%,.185,"228 x 1,045",228,"1,045",0.00%,.21,.21,X,0,0,0,.11,Z,.26,X,17 JAN 20,18,4.50,B,4.80,X,FEYE200117P18,0,120,-.877,.060,-.002,.015,-.025,37.14%,4.65,173.12%,34.83%,91.30%,18.09%,8.70%,1.57%,<empty>,4.650,3 x 521,3,521,0.00%,4.45,4.45,X,0,0,0,,
,,FEYE200117C19,6,157,.066,.045,-.001,.011,.003,34.11%,.07519403,<empty>,<empty>,4.29%,8.83%,95.71%,1.47%,110.45%,.075,383 x 378,383,378,-46.15%,.07,.07,C,.08,.08,.07,.03,X,.12,X,17 JAN 20,19,3.50,P,5.75,I,FEYE200117P19,0,0,-1.000,.00,.00,.00,.00,--,<empty>,172.19%,32.17%,100.00%,<empty>,0.00%,-18.49%,<empty>,4.625,12 x 101,12,101,<empty>,0,0, ,0,0,0,,
,,FEYE200117C20,20,"3,400",.060,.038,-.001,.010,.003,37.95%,.0750204,<empty>,<empty>,3.71%,7.68%,96.29%,1.47%,130.01%,.075,3 x 345,3,345,-90.00%,.01,.01,C,.01,.01,.01,.05,H,.10,X,17 JAN 20,20,6.40,P,6.70,P,FEYE200117P20,0,215,-1.000,.00,.00,.00,.00,--,<empty>,243.86%,48.70%,100.00%,<empty>,0.00%,-0.39%,<empty>,6.550,7 x 25,7,25,0.00%,6.70,6.70,C,0,0,0,,
,,FEYE200117C21,0,364,.048,.030,-.001,.008,.002,39.83%,.06006026,<empty>,<empty>,2.80%,5.81%,97.20%,1.17%,149.28%,.060,0 x 379,0,379,0.00%,.34,.34,C,0,0,0,0,J,.12,X,17 JAN 20,21,5.40,B,9.20,H,FEYE200117P21,0,0,-1.000,.00,.00,.00,.00,--,<empty>,271.78%,53.28%,100.00%,<empty>,0.00%,-5.28%,<empty>,7.300,3 x 11,3,11,<empty>,0,0, ,0,0,0,,
,,FEYE200117C22,0,"1,349",.042,.026,-.001,.007,.002,42.47%,.05539202,<empty>,<empty>,2.35%,4.90%,97.65%,1.08%,168.75%,.055,0 x 379,0,379,0.00%,.06,.06,X,0,0,0,0,B,.11,X,17 JAN 20,22,7.85,Z,8.85,B,FEYE200117P22,0,12,-1.000,.00,.00,.00,.00,--,<empty>,310.87%,61.17%,100.00%,<empty>,0.00%,-4.30%,<empty>,8.350,14 x 60,14,60,0.00%,8.55,8.55,W,0,0,0,,
,,FEYE200117C23,0,42,.034,.021,-.001,.006,.002,43.96%,.04501724,<empty>,<empty>,1.82%,3.80%,98.18%,0.88%,188.12%,.045,0 x 349,0,349,0.00%,.03,.03,C,0,0,0,0,B,.09,X,17 JAN 20,23,7.40,B,11.20,H,FEYE200117P23,0,0,-1.000,.00,.00,.00,.00,--,<empty>,346.24%,67.88%,100.00%,<empty>,0.00%,-5.28%,<empty>,9.300,3 x 11,3,11,<empty>,0,0, ,0,0,0,,
,,FEYE200117C24,0,49,.030,.018,-.001,.006,.001,45.91%,.04012856,<empty>,<empty>,1.52%,3.18%,98.48%,0.78%,207.59%,.040,0 x 315,0,315,0.00%,.04,.04,M,0,0,0,0,B,.08,X,17 JAN 20,24,8.45,B,12.65,B,FEYE200117P24,0,0,-1.000,.00,.00,.00,.00,--,<empty>,392.78%,78.44%,100.00%,<empty>,0.00%,-0.39%,<empty>,10.550,3 x 60,3,60,<empty>,0,0, ,0,0,0,,
,,FEYE200117C25,10,"1,646",.023,.014,-.001,.005,.001,46.51%,.03012659,<empty>,<empty>,1.12%,2.34%,98.88%,0.59%,226.96%,.030,0 x 3,0,3,-66.67%,.01,.01,P,.01,.01,.01,0,A,.06,A,17 JAN 20,25,10.85,Z,11.85,B,FEYE200117P25,0,22,-1.000,.00,.00,.00,.00,--,<empty>,422.56%,83.15%,100.00%,<empty>,0.00%,-4.30%,<empty>,11.350,14 x 60,14,60,0.00%,11.00,11.00,Q,0,0,0,,
,,FEYE200117C26,0,0,.203,.036,-.008,.023,.008,94.25%,.69005902,<empty>,<empty>,7.87%,18.26%,92.13%,13.50%,259.44%,.690,0 x 20,0,20,<empty>,0,0, ,0,0,0,0,J,1.38,Q,17 JAN 20,26,10.45,B,14.60,B,FEYE200117P26,0,0,-1.000,.00,.00,.00,.00,--,<empty>,466.31%,92.95%,100.00%,<empty>,0.00%,-0.88%,<empty>,12.525,3 x 60,3,60,<empty>,0,0, ,0,0,0,,
,,FEYE200117C27,0,50,.027,.014,-.001,.005,.001,53.35%,.040114,<empty>,<empty>,1.18%,2.49%,98.82%,0.78%,266.29%,.040,0 x 38,0,38,0.00%,.06,.06,P,0,0,0,0,B,.08,Z,17 JAN 20,27,11.40,B,15.20,H,FEYE200117P27,0,0,-1.000,.00,.00,.00,.00,--,<empty>,492.59%,97.08%,100.00%,<empty>,0.00%,-5.28%,<empty>,13.300,3 x 11,3,11,<empty>,0,0, ,0,0,0,,
,,FEYE200117C28,0,0,.023,.012,-.001,.005,.001,54.55%,.03510357,<empty>,<empty>,0.99%,2.09%,99.01%,0.68%,285.75%,.035,0 x 20,0,20,<empty>,0,0, ,0,0,0,0,N,.07,C,17 JAN 20,28,12.40,B,16.20,H,FEYE200117P28,0,0,-1.000,.00,.00,.00,.00,--,<empty>,510.71%,104.38%,100.00%,<empty>,0.00%,-5.28%,<empty>,14.300,3 x 11,3,11,<empty>,0,0, ,0,0,0,,
,,FEYE200117C29,0,15,.020,.011,-.001,.004,.001,55.51%,.03019406,<empty>,<empty>,0.83%,1.74%,99.17%,0.59%,305.22%,.030,0 x 39,0,39,0.00%,.12,.12,Z,0,0,0,0,J,.06,P,17 JAN 20,29,13.45,B,17.65,B,FEYE200117P29,0,0,-1.000,.00,.00,.00,.00,--,<empty>,536.21%,115.61%,100.00%,<empty>,0.00%,-0.39%,<empty>,15.550,3 x 60,3,60,<empty>,0,0, ,0,0,0,,
,,FEYE200117C30,8,"1,713",.019,.010,-.001,.004,.001,57.47%,.03001927,<empty>,<empty>,0.77%,1.63%,99.23%,0.59%,324.79%,.030,5 x 5,5,5,0.00%,.01,.01,A,.01,.01,.01,.01,Z,.05,N,17 JAN 20,30,14.45,B,18.65,B,FEYE200117P30,0,0,-1.000,.00,.00,.00,.00,--,<empty>,551.67%,123.05%,100.00%,<empty>,0.00%,-0.39%,<empty>,16.550,3 x 60,3,60,0.00%,12.73,12.73,X,0,0,0,,
,,FEYE200117C35,0,"1,127",.015,.007,-.001,.003,.001,64.91%,.02509001,<empty>,<empty>,0.50%,1.07%,99.50%,0.49%,422.52%,.025,0 x 26,0,26,0.00%,.02,.02,B,0,0,0,0,J,.05,I,17 JAN 20,35,20.90,Z,21.90,B,FEYE200117P35,0,0,-1.000,.00,.00,.00,.00,--,<empty>,611.43%,157.35%,100.00%,<empty>,0.00%,-3.33%,<empty>,21.400,13 x 60,13,60,0.00%,17.14,17.14,C,0,0,0,,

20 MAR 20  (201)  100

15 JAN 21  (502)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE210115C3,0,29,1.000,.00,.00,.00,.040,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-1.11%,0.00%,10.225,60 x 60,60,60,0.00%,10.54,10.54,X,0,0,0,9.05,B,11.40,B,15 JAN 21,3,0,B,.11,Z,FEYE210115P3,0,10,-.011,.003,.00,.005,-.003,69.12%,.05532875,5.50%,1.87%,7.00%,12.22%,93.00%,0.30%,<empty>,.055,0 x 32,0,32,0.00%,.07,.07,X,0,0,0,,
,,FEYE210115C5,0,53,.970,.008,-.001,.011,.060,55.97%,8.70,<empty>,<empty>,88.84%,19.84%,11.16%,1.46%,1.46%,8.700,35 x 27,35,27,0.00%,9.40,9.40,Z,0,0,0,8.35,Z,9.05,I,15 JAN 21,5,0,B,.22,Z,FEYE210115P5,0,1,-.027,.007,.00,.010,-.006,53.58%,.11004959,11.00%,2.25%,9.66%,17.33%,90.34%,0.59%,<empty>,.110,0 x 407,0,407,0.00%,.14,.14,X,0,0,0,,
,,FEYE210115C8,0,91,.901,.024,-.002,.027,.083,45.54%,6.08,<empty>,<empty>,77.44%,40.48%,22.56%,3.49%,3.49%,6.075,60 x 335,60,335,0.00%,5.55,5.55,P,0,0,0,5.70,B,6.45,X,15 JAN 21,8,.26,Z,.56,X,FEYE210115P8,0,408,-.097,.025,-.001,.027,-.022,44.85%,.41031889,41.00%,5.40%,21.96%,39.53%,78.04%,2.22%,<empty>,.410,407 x 671,407,671,0.00%,.58,.58,M,0,0,0,,
,,FEYE210115C10,0,271,.812,.039,-.002,.042,.087,43.62%,4.63,<empty>,<empty>,64.57%,62.97%,35.43%,6.46%,6.46%,4.625,58 x 720,58,720,0.00%,4.35,4.35,Z,0,0,0,4.40,C,4.85,X,15 JAN 21,10,.74,Z,1.03,X,FEYE210115P10,0,"6,204",-.187,.041,-.002,.042,-.043,42.59%,.885008,88.50%,9.71%,34.63%,61.85%,65.37%,4.78%,<empty>,.885,360 x 775,360,775,0.00%,.96,.96,X,0,0,0,,
,,FEYE210115C13,0,182,.642,.059,-.003,.059,.080,40.16%,2.84,<empty>,<empty>,45.69%,95.58%,54.31%,13.03%,13.03%,2.840,31 x 660,31,660,0.00%,2.80,2.80,M,0,0,0,2.63,X,3.05,X,15 JAN 21,13,1.86,Z,2.19,X,FEYE210115P13,0,363,-.366,.063,-.002,.059,-.079,39.26%,2.02,89.76%,18.45%,53.98%,95.44%,46.02%,10.95%,<empty>,2.025,359 x 744,359,744,0.00%,2.25,2.25,Z,0,0,0,,
,,FEYE210115C15,0,"1,171",.514,.067,-.003,.063,.069,37.79%,1.92,<empty>,<empty>,34.13%,77.00%,65.87%,10.38%,18.87%,1.920,428 x 814,428,814,0.00%,1.74,1.74,E,0,0,0,1.68,X,2.16,X,15 JAN 21,15,2.96,X,3.30,X,FEYE210115P15,0,317,-.499,.070,-.002,.062,-.101,37.85%,3.13,116.53%,26.37%,65.87%,77.03%,34.13%,8.43%,<empty>,3.130,422 x 553,422,553,0.00%,3.45,3.45,Z,0,0,0,,
,,FEYE210115C17,4,375,.403,.065,-.003,.061,.056,37.97%,1.37,<empty>,<empty>,24.51%,54.57%,75.49%,7.38%,26.68%,1.365,236 x 806,236,806,+10.74%,1.34,1.34,C,1.34,1.34,1.34,1.19,T,1.54,X,15 JAN 21,17,4.35,X,4.65,X,FEYE210115P17,0,142,-.622,.070,-.002,.059,-.114,37.11%,4.50,167.54%,36.00%,75.67%,53.89%,24.33%,5.03%,<empty>,4.500,344 x 542,344,542,0.00%,4.70,4.70,N,0,0,0,,
,,FEYE210115C20,0,"4,436",.258,.056,-.002,.051,.038,36.59%,.73508433,<empty>,<empty>,14.05%,30.59%,85.95%,3.97%,39.50%,.735,319 x 587,319,587,0.00%,.70,.70,E,0,0,0,.60,X,.87,X,15 JAN 21,20,6.75,X,7.10,C,FEYE210115P20,4,229,-.766,.057,-.001,.044,-.106,36.86%,6.93,257.82%,52.96%,85.84%,30.86%,14.16%,1.92%,<empty>,6.925,252 x 454,252,454,+18.06%,6.80,6.80,Q,6.80,6.80,6.80,,
,,FEYE210115C22,0,591,.198,.047,-.002,.044,.029,37.24%,.53502368,<empty>,<empty>,9.94%,21.56%,90.06%,2.89%,49.23%,.535,443 x 859,443,859,0.00%,.55,.55,N,0,0,0,.33,X,.74,X,15 JAN 21,22,8.60,T,8.90,X,FEYE210115P22,0,45,-.811,.045,-.001,.036,-.091,38.57%,8.75,325.76%,66.04%,89.54%,22.84%,10.46%,0.97%,<empty>,8.750,242 x 385,242,385,0.00%,8.09,8.09,C,0,0,0,,
,,FEYE210115C25,0,630,.136,.036,-.001,.034,.020,38.24%,.34520712,<empty>,<empty>,6.08%,13.15%,93.92%,1.87%,64.42%,.345,397 x 736,397,736,0.00%,.36,.36,W,0,0,0,.19,Z,.50,X,15 JAN 21,25,11.30,B,11.85,X,FEYE210115P25,0,967,-.834,.029,-.001,.028,-.050,42.19%,11.58,430.94%,86.22%,92.60%,16.28%,7.40%,0.03%,<empty>,11.575,60 x 231,60,231,0.00%,12.14,12.14,X,0,0,0,,
,,FEYE210115C27,0,139,.098,.029,-.001,.027,.015,37.68%,.23010652,<empty>,<empty>,4.11%,8.82%,95.89%,1.24%,74.61%,.230,447 x 683,447,683,0.00%,.28,.28,B,0,0,0,.06,X,.40,X,15 JAN 21,27,11.30,B,16.00,B,FEYE210115P27,0,0,-.778,.024,-.001,.035,-.089,50.86%,13.65,505.56%,102.25%,92.25%,17.69%,7.75%,0.43%,<empty>,13.650,60 x 61,60,61,<empty>,0,0, ,0,0,0,,
,,FEYE210115C30,1,"1,499",.081,.024,-.001,.024,.012,40.39%,.1954168,<empty>,<empty>,3.04%,6.57%,96.96%,1.05%,90.64%,.195,10 x 441,10,441,0.00%,.15,.15,C,.15,.15,.15,.10,P,.29,X,15 JAN 21,30,14.10,B,19.00,X,FEYE210115P30,0,0,-1.000,.00,.00,.00,.00,--,<empty>,551.67%,123.05%,100.00%,<empty>,0.00%,-0.11%,<empty>,16.550,60 x 61,60,61,0.00%,10.60,10.60,Q,0,0,0,,
,,FEYE210115C35,0,273,.038,.013,-.001,.013,.006,39.44%,.08009349,<empty>,<empty>,1.25%,2.67%,98.75%,0.43%,117.06%,.080,0 x 2,0,2,0.00%,.12,.12,A,0,0,0,0,H,.16,N,15 JAN 21,35,21.25,B,21.90,B,FEYE210115P35,0,0,-.664,.012,-.003,.040,-.050,74.09%,21.58,616.43%,160.71%,93.38%,16.59%,6.62%,0.03%,<empty>,21.575,60 x 60,60,60,<empty>,0,0, ,0,0,0,,
