Stock quote and option quote for FEYE on 9/1/19 18:02:21

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
13.43,Q,+.04,13.36,P,13.60,P,5 x 5,"1,870,788",13.45,13.575,13.33

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
<empty>,-11.1,<empty>,--,,20.61,12.66,"214,753,300",1.24

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE190920C14.5,10,216,.160,.247,-.006,.008,.001,31.31%,.08014824,<empty>,<empty>,14.28%,28.88%,85.72%,10.88%,156.38%,.080,433 x 5,433,5,+20.00%,.12,.12,N,.12,.12,.12,.05,X,.11,Z,20 SEP 19,14.5,1.03,X,1.26,X,FEYE190920P14.5,0,1,-.834,.246,-.006,.008,-.005,32.42%,1.15,42.63%,8.57%,84.94%,30.50%,15.06%,10.20%,<empty>,1.145,300 x 736,300,736,0.00%,1.15,1.15,X,0,0,0,,
,,FEYE190920C15,"1,015","7,230",.117,.165,-.006,.006,.001,37.84%,.06537222,<empty>,<empty>,10.02%,20.35%,89.98%,8.84%,222.33%,.065,1 x 2,1,2,0.00%,.07,.07,E,.07,.10,.06,.06,Q,.07,Z,20 SEP 19,15,1.49,X,1.72,X,FEYE190920P15,3,"9,223",-.902,.143,-.004,.005,-.004,35.00%,1.61,59.75%,11.98%,91.58%,17.06%,8.42%,4.76%,<empty>,1.605,31 x 423,31,423,-5.88%,1.60,1.60,I,1.53,1.60,1.53,,
,,FEYE190920C15.5,0,0,.067,.105,-.004,.004,.00,39.34%,.03502851,<empty>,<empty>,5.58%,11.32%,94.42%,4.76%,286.24%,.035,150 x 676,150,676,<empty>,0,0, ,0,0,0,.01,X,.06,X,20 SEP 19,15.5,1.98,Q,2.19,B,FEYE190920P15.5,0,0,-.929,.070,-.003,.004,-.003,38.43%,2.09,77.62%,15.54%,94.81%,10.52%,5.19%,2.04%,<empty>,2.085,4 x 60,4,60,<empty>,0,0, ,0,0,0,,
,,FEYE190920C16,5,"3,120",.065,.085,-.005,.004,.00,47.38%,.04049562,<empty>,<empty>,5.21%,10.62%,94.79%,5.44%,354.91%,.040,198 x 858,198,858,0.00%,.07,.07,Z,.07,.07,.07,.01,P,.07,X,20 SEP 19,16,2.48,B,2.67,X,FEYE190920P16,10,"7,098",-.933,.032,-.004,.004,-.002,43.53%,2.58,95.87%,19.18%,96.07%,7.99%,3.93%,0.68%,<empty>,2.575,13 x 267,13,267,-3.97%,2.66,2.66,M,2.66,2.66,2.66,,
,,FEYE190920C16.5,0,0,.053,.066,-.004,.003,.00,52.17%,.03503179,<empty>,<empty>,4.11%,8.39%,95.89%,4.76%,422.22%,.035,0 x 278,0,278,<empty>,0,0, ,0,0,0,0,B,.07,X,20 SEP 19,16.5,2.98,H,3.20,B,FEYE190920P16.5,0,0,-.918,.039,-.006,.004,-.003,55.08%,3.09,115.04%,23.04%,95.08%,10.07%,4.92%,2.72%,<empty>,3.090,11 x 60,11,60,<empty>,0,0, ,0,0,0,,
,,FEYE190920C17,0,"2,931",.019,.032,-.002,.001,.00,47.25%,.01015041,<empty>,<empty>,1.47%,2.99%,98.53%,1.36%,486.81%,.010,0 x 1,0,1,0.00%,.05,.05,C,0,0,0,0,N,.02,N,20 SEP 19,17,3.45,X,3.70,X,FEYE190920P17,0,160,-.920,.016,-.006,.004,-.002,59.22%,3.58,133.10%,26.63%,96.10%,8.00%,3.90%,0.68%,<empty>,3.575,32 x 486,32,486,0.00%,3.85,3.85,H,0,0,0,,
,,FEYE190920C17.5,0,0,.045,.047,-.005,.003,.00,63.66%,.03507146,<empty>,<empty>,3.26%,6.69%,96.74%,4.76%,558.20%,.035,0 x 197,0,197,<empty>,0,0, ,0,0,0,0,N,.07,X,20 SEP 19,17.5,3.95,I,4.20,C,FEYE190920P17.5,0,0,-.913,.013,-.007,.004,-.003,67.12%,4.08,151.71%,30.35%,96.05%,8.13%,3.95%,0.68%,<empty>,4.075,37 x 214,37,214,<empty>,0,0, ,0,0,0,,
,,FEYE190920C18,5,"6,149",.042,.041,-.005,.003,.00,68.97%,.03500937,<empty>,<empty>,2.95%,6.07%,97.05%,4.76%,626.19%,.035,3 x 31,3,31,0.00%,.04,.04,Z,.04,.04,.04,.01,X,.06,N,20 SEP 19,18,4.45,I,4.70,X,FEYE190920P18,0,34,-.906,.010,-.008,.004,-.003,75.07%,4.58,170.33%,34.08%,95.98%,8.31%,4.02%,0.68%,<empty>,4.575,36 x 358,36,358,0.00%,4.69,4.69,I,0,0,0,,
,,FEYE190920C18.5,0,0,.040,.037,-.005,.003,.00,74.25%,.03547897,<empty>,<empty>,2.72%,5.61%,97.28%,4.76%,694.18%,.035,0 x 60,0,60,<empty>,0,0, ,0,0,0,0,P,.07,B,20 SEP 19,18.5,4.95,C,5.20,C,FEYE190920P18.5,0,0,-.899,.008,-.009,.005,-.003,82.96%,5.08,188.94%,37.80%,95.92%,8.49%,4.08%,0.68%,<empty>,5.075,54 x 57,54,57,<empty>,0,0, ,0,0,0,,
,,FEYE190920C19,0,"1,558",.034,.031,-.005,.002,.00,76.95%,.0300131,<empty>,<empty>,2.22%,4.58%,97.78%,4.08%,761.49%,.030,0 x 38,0,38,0.00%,.05,.05,A,0,0,0,0,J,.06,T,20 SEP 19,19,5.45,I,5.70,X,FEYE190920P19,0,15,-.891,.007,-.011,.005,-.003,90.83%,5.58,207.56%,41.53%,95.85%,8.67%,4.15%,0.68%,<empty>,5.575,38 x 178,38,178,0.00%,3.20,3.20,I,0,0,0,,
,,FEYE190920C19.5,0,0,.032,.028,-.005,.002,.00,81.65%,.03016841,<empty>,<empty>,2.06%,4.26%,97.94%,4.08%,829.48%,.030,0 x 29,0,29,<empty>,0,0, ,0,0,0,0,J,.06,Z,20 SEP 19,19.5,5.95,I,6.20,B,FEYE190920P19.5,0,0,-.884,.006,-.012,.005,-.003,98.82%,6.08,226.17%,45.25%,95.76%,8.90%,4.24%,0.68%,<empty>,6.075,27 x 75,27,75,<empty>,0,0, ,0,0,0,,
,,FEYE190920C20,0,"2,158",.027,.024,-.004,.002,.00,83.63%,.02505381,<empty>,<empty>,1.67%,3.46%,98.33%,3.40%,896.79%,.025,0 x 33,0,33,0.00%,.03,.03,N,0,0,0,0,B,.05,Q,20 SEP 19,20,6.45,C,6.70,B,FEYE190920P20,0,0,-.877,.005,-.014,.005,-.003,106.68%,6.58,244.79%,48.98%,95.69%,9.09%,4.31%,0.68%,<empty>,6.575,57 x 75,57,75,0.00%,5.33,5.33,I,0,0,0,,
,,FEYE190920C20.5,0,0,.033,.025,-.005,.002,.00,92.67%,.03513858,<empty>,<empty>,2.00%,4.16%,98.00%,4.76%,966.14%,.035,0 x 60,0,60,<empty>,0,0, ,0,0,0,0,J,.07,B,20 SEP 19,20.5,6.95,I,7.20,C,FEYE190920P20.5,0,0,-.870,.004,-.015,.005,-.003,114.58%,7.08,263.40%,52.70%,95.61%,9.29%,4.39%,0.68%,<empty>,7.075,27 x 58,27,58,<empty>,0,0, ,0,0,0,,
,,FEYE190920C21,0,"1,158",.025,.020,-.004,.002,.00,91.92%,.02502486,<empty>,<empty>,1.46%,3.03%,98.54%,3.40%,1032.77%,.025,0 x 48,0,48,0.00%,.04,.04,Z,0,0,0,0,J,.05,T,20 SEP 19,21,7.45,H,7.95,H,FEYE190920P21,0,0,-.833,.021,-.024,.007,-.005,143.01%,7.70,286.67%,57.89%,93.32%,14.47%,6.68%,17.68%,<empty>,7.700,11 x 11,11,11,0.00%,4.20,4.20,Q,0,0,0,,
,,FEYE190920C22,0,133,.023,.017,-.004,.002,.00,99.70%,.02501799,<empty>,<empty>,1.30%,2.70%,98.70%,3.40%,1168.75%,.025,0 x 180,0,180,0.00%,.02,.02,X,0,0,0,0,J,.05,X,20 SEP 19,22,8.45,H,8.95,H,FEYE190920P22,0,0,-.821,.017,-.027,.007,-.005,158.08%,8.70,323.90%,65.41%,93.53%,14.14%,6.47%,17.68%,<empty>,8.700,11 x 11,11,11,0.00%,5.99,5.99,I,0,0,0,,
,,FEYE190920C23,0,31,.022,.015,-.004,.002,.00,107.02%,.02501817,<empty>,<empty>,1.16%,2.43%,98.84%,3.40%,1304.73%,.025,0 x 47,0,47,0.00%,.05,.05,C,0,0,0,0,Q,.05,H,20 SEP 19,23,9.45,H,9.95,H,FEYE190920P23,0,0,-.808,.014,-.030,.007,-.005,173.22%,9.70,361.13%,72.93%,93.67%,13.97%,6.33%,17.68%,<empty>,9.700,11 x 11,11,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C24,0,26,.021,.014,-.004,.002,.00,113.94%,.02503229,<empty>,<empty>,1.05%,2.21%,98.95%,3.40%,1440.71%,.025,0 x 31,0,31,0.00%,.14,.14,X,0,0,0,0,B,.05,Q,20 SEP 19,24,10.45,H,10.95,H,FEYE190920P24,0,2,-.794,.011,-.033,.007,-.005,188.44%,10.70,398.36%,80.45%,93.76%,13.90%,6.24%,17.68%,<empty>,10.700,11 x 11,11,11,0.00%,6.02,6.02,C,0,0,0,,
,,FEYE190920C25,0,210,.020,.013,-.005,.002,.00,120.72%,.02538021,<empty>,<empty>,0.97%,2.04%,99.03%,3.40%,1576.69%,.025,0 x 59,0,59,0.00%,.02,.02,P,0,0,0,0,J,.05,C,20 SEP 19,25,9.95,H,11.95,H,FEYE190920P25,0,0,-1.000,.00,.00,.00,.00,--,<empty>,407.67%,77.94%,100.00%,<empty>,0.00%,-84.31%,<empty>,10.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C26,0,16,.019,.012,-.005,.001,.00,126.73%,.02505468,<empty>,<empty>,0.88%,1.86%,99.12%,3.40%,1712.67%,.025,0 x 55,0,55,0.00%,.11,.11,C,0,0,0,0,J,.05,C,20 SEP 19,26,10.95,H,12.95,H,FEYE190920P26,0,0,-1.000,.00,.00,.00,.00,--,<empty>,444.90%,85.05%,100.00%,<empty>,0.00%,-84.31%,<empty>,11.950,21 x 11,21,11,0.00%,7.95,7.95,Z,0,0,0,,
,,FEYE190920C27,0,43,.018,.011,-.005,.001,.00,132.65%,.02504632,<empty>,<empty>,0.82%,1.72%,99.18%,3.40%,1848.65%,.025,0 x 208,0,208,0.00%,.35,.35,Q,0,0,0,0,N,.05,X,20 SEP 19,27,11.95,W,14.45,B,FEYE190920P27,0,0,-1.000,.00,.00,.00,.00,--,<empty>,488.89%,95.65%,100.00%,<empty>,0.00%,-50.31%,<empty>,13.200,1 x 60,1,60,0.00%,9.50,9.50,N,0,0,0,,
,,FEYE190920C28,0,0,.018,.010,-.005,.001,.00,138.47%,.02526871,<empty>,<empty>,0.76%,1.61%,99.24%,3.40%,1984.63%,.025,0 x 167,0,167,<empty>,0,0, ,0,0,0,0,J,.05,C,20 SEP 19,28,12.95,H,14.95,H,FEYE190920P28,0,0,-1.000,.00,.00,.00,.00,--,<empty>,498.21%,99.29%,100.00%,<empty>,0.00%,-84.31%,<empty>,13.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C29,0,0,.017,.009,-.005,.001,.00,144.02%,.02543356,<empty>,<empty>,0.72%,1.52%,99.28%,3.40%,2120.61%,.025,0 x 170,0,170,<empty>,0,0, ,0,0,0,0,J,.05,C,20 SEP 19,29,13.95,H,15.95,H,FEYE190920P29,0,0,-1.000,.00,.00,.00,.00,--,<empty>,515.52%,106.41%,100.00%,<empty>,0.00%,-84.31%,<empty>,14.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C30,0,19,.017,.009,-.005,.001,.00,148.94%,.0250729,<empty>,<empty>,0.66%,1.41%,99.34%,3.40%,2256.59%,.025,0 x 224,0,224,0.00%,.01,.01,I,0,0,0,0,N,.05,X,20 SEP 19,30,14.95,H,16.95,H,FEYE190920P30,0,0,-1.000,.00,.00,.00,.00,--,<empty>,531.67%,113.52%,100.00%,<empty>,0.00%,-84.31%,<empty>,15.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C31,0,11,.016,.008,-.005,.001,.00,153.89%,.0250395,<empty>,<empty>,0.62%,1.32%,99.38%,3.40%,2392.57%,.025,0 x 183,0,183,0.00%,.05,.05,H,0,0,0,0,N,.05,C,20 SEP 19,31,15.95,H,17.95,H,FEYE190920P31,0,0,-1.000,.00,.00,.00,.00,--,<empty>,546.77%,120.64%,100.00%,<empty>,0.00%,-84.31%,<empty>,16.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C32,0,10,.016,.008,-.005,.001,.00,158.69%,.0250512,<empty>,<empty>,0.59%,1.25%,99.41%,3.40%,2528.55%,.025,0 x 173,0,173,0.00%,.01,.01,P,0,0,0,0,N,.05,X,20 SEP 19,32,16.95,H,18.95,H,FEYE190920P32,0,0,-1.000,.00,.00,.00,.00,--,<empty>,560.94%,127.76%,100.00%,<empty>,0.00%,-84.31%,<empty>,17.950,21 x 11,21,11,<empty>,0,0, ,0,0,0,,
,,FEYE190920C33,0,0,.015,.008,-.005,.001,.00,163.40%,.02517314,<empty>,<empty>,0.56%,1.19%,99.44%,3.40%,2664.53%,.025,0 x 91,0,91,<empty>,0,0, ,0,0,0,0,J,.05,P,20 SEP 19,33,17.95,H,21.00,A,FEYE190920P33,0,0,-1.000,.00,.00,.00,.00,--,<empty>,590.15%,143.99%,100.00%,<empty>,0.00%,-12.92%,<empty>,19.475,10 x 20,10,20,<empty>,0,0, ,0,0,0,,
,,FEYE190920C34,0,0,.015,.007,-.005,.001,.00,167.81%,.0251275,<empty>,<empty>,0.52%,1.12%,99.48%,3.40%,2800.51%,.025,0 x 171,0,171,<empty>,0,0, ,0,0,0,0,N,.05,C,20 SEP 19,34,20.10,Z,21.15,B,FEYE190920P34,0,0,-.651,.002,-.071,.009,-.005,334.87%,20.63,606.62%,154.21%,94.25%,14.21%,5.75%,7.48%,<empty>,20.625,18 x 90,18,90,<empty>,0,0, ,0,0,0,,

27 SEP 19  (26)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE190927C8,0,0,.978,.014,-.004,.002,.006,101.79%,5.48,<empty>,<empty>,95.90%,7.80%,4.10%,4.53%,4.53%,5.475,40 x 24,40,24,<empty>,0,0, ,0,0,0,5.35,I,5.60,I,27 SEP 19,8,0,J,.05,Z,FEYE190927P8,0,5,-.018,.012,-.003,.002,.00,97.06%,.02505692,2.50%,0.31%,3.31%,6.32%,96.69%,2.52%,<empty>,.025,0 x 161,0,161,0.00%,.03,.03,Q,0,0,0,,
,,FEYE190927C8.5,0,0,.992,.008,-.002,.001,.006,73.09%,4.95,<empty>,<empty>,98.64%,2.63%,1.36%,2.01%,2.01%,4.950,31 x 29,31,29,<empty>,0,0, ,0,0,0,4.85,Z,5.05,Z,27 SEP 19,8.5,0,N,.05,Z,FEYE190927P8.5,0,0,-.020,.015,-.003,.002,.00,87.18%,.02533048,2.50%,0.29%,3.46%,6.63%,96.54%,2.52%,<empty>,.025,0 x 161,0,161,<empty>,0,0, ,0,0,0,,
,,FEYE190927C9,0,0,.992,.010,-.001,.001,.007,64.17%,4.45,<empty>,<empty>,98.66%,2.60%,1.34%,2.01%,2.01%,4.450,21 x 22,21,22,<empty>,0,0, ,0,0,0,4.35,B,4.55,B,27 SEP 19,9,0,N,.06,Z,FEYE190927P9,0,0,-.025,.020,-.003,.002,.00,80.03%,.0302153,3.00%,0.33%,4.12%,7.91%,95.88%,3.02%,<empty>,.030,0 x 120,0,120,<empty>,0,0, ,0,0,0,,
,,FEYE190927C9.5,0,0,.971,.026,-.004,.002,.007,71.13%,3.98,<empty>,<empty>,95.55%,8.59%,4.45%,4.53%,4.53%,3.975,21 x 47,21,47,<empty>,0,0, ,0,0,0,3.85,B,4.10,I,27 SEP 19,9.5,0,N,.07,Z,FEYE190927P9.5,0,0,-.032,.027,-.004,.003,.00,72.67%,.03509064,3.50%,0.37%,4.84%,9.33%,95.16%,3.53%,<empty>,.035,0 x 91,0,91,<empty>,0,0, ,0,0,0,,
,,FEYE190927C10,0,0,.968,.032,-.004,.003,.007,61.77%,3.48,<empty>,<empty>,95.36%,9.01%,4.64%,4.53%,4.53%,3.475,22 x 47,22,47,<empty>,0,0, ,0,0,0,3.35,I,3.60,I,27 SEP 19,10,0,B,.07,Z,FEYE190927P10,0,0,-.036,.034,-.003,.003,.00,63.50%,.03500569,3.50%,0.35%,5.15%,9.99%,94.85%,3.53%,<empty>,.035,0 x 93,0,93,<empty>,0,0, ,0,0,0,,
,,FEYE190927C10.5,0,1,.959,.044,-.004,.003,.007,54.54%,2.98,<empty>,<empty>,94.47%,10.77%,5.53%,5.04%,5.04%,2.980,32 x 72,32,72,0.00%,3.05,3.05,P,0,0,0,2.86,Z,3.10,I,27 SEP 19,10.5,0,N,.09,X,FEYE190927P10.5,0,0,-.049,.048,-.004,.004,-.001,57.60%,.04505344,4.29%,0.43%,6.64%,12.91%,93.36%,4.53%,<empty>,.045,0 x 181,0,181,<empty>,0,0, ,0,0,0,,
,,FEYE190927C11,0,0,.949,.061,-.004,.004,.008,47.13%,2.49,<empty>,<empty>,93.38%,12.94%,6.62%,5.54%,5.54%,2.485,32 x 35,32,35,<empty>,0,0, ,0,0,0,2.36,Z,2.61,Z,27 SEP 19,11,0,J,.09,X,FEYE190927P11,0,0,-.056,.064,-.004,.004,-.001,48.68%,.04501583,4.09%,0.41%,7.31%,14.28%,92.69%,4.53%,<empty>,.045,0 x 214,0,214,<empty>,0,0, ,0,0,0,,
,,FEYE190927C11.5,0,2,.921,.095,-.005,.005,.008,42.51%,2.01,<empty>,<empty>,90.27%,19.06%,9.73%,7.55%,7.55%,2.005,33 x 72,33,72,0.00%,1.93,1.93,E,0,0,0,1.88,Z,2.13,C,27 SEP 19,11.5,0,D,.09,X,FEYE190927P11.5,0,0,-.067,.089,-.003,.005,-.001,39.95%,.04500906,3.91%,0.39%,8.26%,16.22%,91.74%,4.53%,<empty>,.045,0 x 183,0,183,<empty>,0,0, ,0,0,0,,
